[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,pdf페이지,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
3334,국회전자도서관,소장자료,국회기록사진첩_vol25_137.jpg,64,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3335,국회전자도서관,소장자료,국회기록사진첩_vol25_138.jpg,64,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3336,국회전자도서관,소장자료,국회기록사진첩_vol25_139.jpg,64,1982.1.-1982.12.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3337,국회전자도서관,소장자료,국회기록사진첩_vol26_001.jpg,3,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3338,국회전자도서관,소장자료,국회기록사진첩_vol26_002.jpg,3,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3339,국회전자도서관,소장자료,국회기록사진첩_vol26_003.jpg,3,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3340,국회전자도서관,소장자료,국회기록사진첩_vol26_004.jpg,4,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3341,국회전자도서관,소장자료,국회기록사진첩_vol26_005.jpg,4,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3342,국회전자도서관,소장자료,국회기록사진첩_vol26_006.jpg,4,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3343,국회전자도서관,소장자료,국회기록사진첩_vol26_007.jpg,5,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3344,국회전자도서관,소장자료,국회기록사진첩_vol26_008.jpg,5,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3345,국회전자도서관,소장자료,국회기록사진첩_vol26_009.jpg,6,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3346,국회전자도서관,소장자료,국회기록사진첩_vol26_010.jpg,6,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3347,국회전자도서관,소장자료,국회기록사진첩_vol26_011.jpg,7,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3348,국회전자도서관,소장자료,국회기록사진첩_vol26_012.jpg,7,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3349,국회전자도서관,소장자료,국회기록사진첩_vol26_013.jpg,8,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3350,국회전자도서관,소장자료,국회기록사진첩_vol26_014.jpg,8,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3351,국회전자도서관,소장자료,국회기록사진첩_vol26_015.jpg,9,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3352,국회전자도서관,소장자료,국회기록사진첩_vol26_016.jpg,9,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3353,국회전자도서관,소장자료,국회기록사진첩_vol26_017.jpg,10,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3354,국회전자도서관,소장자료,국회기록사진첩_vol26_018.jpg,10,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3355,국회전자도서관,소장자료,국회기록사진첩_vol26_019.jpg,11,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3356,국회전자도서관,소장자료,국회기록사진첩_vol26_020.jpg,11,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3357,국회전자도서관,소장자료,국회기록사진첩_vol26_021.jpg,11,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3358,국회전자도서관,소장자료,국회기록사진첩_vol26_022.jpg,12,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3359,국회전자도서관,소장자료,국회기록사진첩_vol26_023.jpg,12,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3360,국회전자도서관,소장자료,국회기록사진첩_vol26_024.jpg,13,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3361,국회전자도서관,소장자료,국회기록사진첩_vol26_025.jpg,13,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3362,국회전자도서관,소장자료,국회기록사진첩_vol26_026.jpg,14,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3363,국회전자도서관,소장자료,국회기록사진첩_vol26_027.jpg,14,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3364,국회전자도서관,소장자료,국회기록사진첩_vol26_028.jpg,15,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3365,국회전자도서관,소장자료,국회기록사진첩_vol26_029.jpg,15,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3366,국회전자도서관,소장자료,국회기록사진첩_vol26_030.jpg,16,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3367,국회전자도서관,소장자료,국회기록사진첩_vol26_031.jpg,16,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3368,국회전자도서관,소장자료,국회기록사진첩_vol26_032.jpg,16,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3369,국회전자도서관,소장자료,국회기록사진첩_vol26_033.jpg,17,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3370,국회전자도서관,소장자료,국회기록사진첩_vol26_034.jpg,17,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3371,국회전자도서관,소장자료,국회기록사진첩_vol26_035.jpg,17,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3372,국회전자도서관,소장자료,국회기록사진첩_vol26_036.jpg,18,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3373,국회전자도서관,소장자료,국회기록사진첩_vol26_037.jpg,18,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3374,국회전자도서관,소장자료,국회기록사진첩_vol26_038.jpg,18,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3375,국회전자도서관,소장자료,국회기록사진첩_vol26_039.jpg,19,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3376,국회전자도서관,소장자료,국회기록사진첩_vol26_040.jpg,19,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3377,국회전자도서관,소장자료,국회기록사진첩_vol26_041.jpg,19,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3378,국회전자도서관,소장자료,국회기록사진첩_vol26_042.jpg,20,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3379,국회전자도서관,소장자료,국회기록사진첩_vol26_043.jpg,20,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3380,국회전자도서관,소장자료,국회기록사진첩_vol26_044.jpg,21,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3381,국회전자도서관,소장자료,국회기록사진첩_vol26_045.jpg,21,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3382,국회전자도서관,소장자료,국회기록사진첩_vol26_046.jpg,22,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3383,국회전자도서관,소장자료,국회기록사진첩_vol26_047.jpg,22,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3384,국회전자도서관,소장자료,국회기록사진첩_vol26_048.jpg,23,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3385,국회전자도서관,소장자료,국회기록사진첩_vol26_049.jpg,23,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3386,국회전자도서관,소장자료,국회기록사진첩_vol26_050.jpg,24,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3387,국회전자도서관,소장자료,국회기록사진첩_vol26_051.jpg,24,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3388,국회전자도서관,소장자료,국회기록사진첩_vol26_052.jpg,25,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3389,국회전자도서관,소장자료,국회기록사진첩_vol26_053.jpg,25,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3390,국회전자도서관,소장자료,국회기록사진첩_vol26_054.jpg,25,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3391,국회전자도서관,소장자료,국회기록사진첩_vol26_055.jpg,26,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3392,국회전자도서관,소장자료,국회기록사진첩_vol26_056.jpg,26,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3393,국회전자도서관,소장자료,국회기록사진첩_vol26_057.jpg,27,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3394,국회전자도서관,소장자료,국회기록사진첩_vol26_058.jpg,27,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3395,국회전자도서관,소장자료,국회기록사진첩_vol26_059.jpg,28,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3396,국회전자도서관,소장자료,국회기록사진첩_vol26_060.jpg,28,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3397,국회전자도서관,소장자료,국회기록사진첩_vol26_061.jpg,29,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3398,국회전자도서관,소장자료,국회기록사진첩_vol26_062.jpg,29,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3399,국회전자도서관,소장자료,국회기록사진첩_vol26_063.jpg,30,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3400,국회전자도서관,소장자료,국회기록사진첩_vol26_064.jpg,30,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3401,국회전자도서관,소장자료,국회기록사진첩_vol26_065.jpg,30,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3402,국회전자도서관,소장자료,국회기록사진첩_vol26_066.jpg,31,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3403,국회전자도서관,소장자료,국회기록사진첩_vol26_067.jpg,31,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3404,국회전자도서관,소장자료,국회기록사진첩_vol26_068.jpg,31,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3405,국회전자도서관,소장자료,국회기록사진첩_vol26_069.jpg,32,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3406,국회전자도서관,소장자료,국회기록사진첩_vol26_070.jpg,32,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3407,국회전자도서관,소장자료,국회기록사진첩_vol26_071.jpg,32,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3408,국회전자도서관,소장자료,국회기록사진첩_vol26_072.jpg,33,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3409,국회전자도서관,소장자료,국회기록사진첩_vol26_073.jpg,33,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3410,국회전자도서관,소장자료,국회기록사진첩_vol26_074.jpg,34,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3411,국회전자도서관,소장자료,국회기록사진첩_vol26_075.jpg,34,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3412,국회전자도서관,소장자료,국회기록사진첩_vol26_076.jpg,35,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3413,국회전자도서관,소장자료,국회기록사진첩_vol26_077.jpg,35,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3414,국회전자도서관,소장자료,국회기록사진첩_vol26_078.jpg,36,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3415,국회전자도서관,소장자료,국회기록사진첩_vol26_079.jpg,36,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3416,국회전자도서관,소장자료,국회기록사진첩_vol26_080.jpg,37,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3417,국회전자도서관,소장자료,국회기록사진첩_vol26_081.jpg,37,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
3418,국회전자도서관,소장자료,국회기록사진첩_vol26_082.jpg,38,1982.10.-1983.10.,미부착,,내부확인 필요,공공누리 2~4유형,,,O,,,O,,업무상 촬영 사진 / 초상권 확인 필요,
