대구광역시청 공공저작물 권리확인 요청 목록 (단순데이터),,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
2350,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행내역(의료산업기반과),2021-10-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2351,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행내역(행정부시장),2021-10-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2352,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행내역(경제부시장),2021-10-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2353,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행내역(자치행정국장),2021-10-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2354,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행내역(총무과),2021-10-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2355,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행 내역(동부소방서),2021-10-12 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2356,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 시책업무추진비 사용 내역(평가담당관),2021-10-13 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2357,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 내역(국제통상과),2021-10-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2358,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 7~9월 업무추진비 집행내역(교육협력정책관),2021-10-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2359,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기(7~9월) 업무추진비 집행내역(자치행정과),2021-10-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2360,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행 내역(서부소방서),2021-10-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2361,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(산림녹지과),2021-10-19 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2362,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행내역(상수도사업본부 생산수질부),2021-10-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2363,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(신기술심사과),2021-10-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2364,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행 내역(일자리노동정책과),2021-10-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2365,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 7월~9월 업무추진비 내역(어르신복지과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2366,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추친비 집행 내역(대구콘서트하우스),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2367,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 1분기 업무추진비 집행내역(종전부지개발과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2368,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 2분기 업무추진비 집행내역(종전부지개발과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2369,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(종전부지개발과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2370,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(건축주택과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2371,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2020년 3분기 업무추진비 집행내역(공원조성과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2372,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2020년 4분기 업무추진비 집행내역(공원조성과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2373,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 1분기 업무추진비 집행내역(공원조성과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2374,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 2분기 업무추진비 집행내역(공원조성과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2375,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(공원조성과),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2376,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(법무담당관),2021-10-29 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2377,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월 업무추진비 집행내역(보건환경연구원),2021-10-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2378,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(차량등록사업소),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2379,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(상수도사업본부 죽곡정수사업소),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2380,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 교통국장 업무추진비 공개,2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2381,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 교통정책과 업무추진비 공개,2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2382,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(강서소방서),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2383,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(공무원교육원),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2384,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(희망복지과),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2385,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 사용내역(대구미술관),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2386,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 1~3분기 업무추진비 집행내역(도로과),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2387,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(창업진흥과),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2388,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(환경자원사업소),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2389,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행 내역(종합복지회관),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2390,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(자치경찰위원회 위원장),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2391,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(자치경찰위원회 사무국),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2392,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(달서소방서),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2393,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(중부소방서),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2394,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(자치경찰위원회 사무국장),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2395,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 1분기 업무추진비 집행내역(세계가스총회지원단),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2396,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 2분기 업무추진비 집행내역(세계가스총회지원단),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2397,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 3분기 업무추진비 집행내역(세계가스총회지원단),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2398,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(달성소방서),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2399,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(상수도사업본부 시설관리소),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2400,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(북부소방서),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2401,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(의료산업기반과),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2402,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(사회적경제과),2021-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2403,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(수목원관리사무소),2021-11-02 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2404,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(시설안전관리사업소),2021-11-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2405,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 1~3분기 업무추진비 집행내역(민생경제과),2021-11-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2406,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(상수도사업본부 수성사업소),2021-11-03 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2407,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(상수도사업본부 서부사업소),2021-11-04 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2408,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 9월~10월 업무추진비 집행내역(상수도사업본부 달서사업소),2021-11-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2409,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 1~3분기 업무추진비 집행내역(철도시설과),2021-11-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
2410,대구광역시,HOME > 정보공개 > 행정정보공개 > 업무추진비,업무추진비,2021년 10월 업무추진비 집행내역(상수도사업본부),2021-11-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
