[국회도서관] 공공저작물 권리확인 요청 목록,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판명,게시물 제목,URL,발행년,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,생산기관
2155,국회기록보존소,국회연표,독일연방공화국 헬무트콜 수상 국회방문 사진,,1993.03.03,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
2156,국회기록보존소,국회연표,국회도서관열람및대출에관한내규 일부 개정에 따른 부분 개방,,1993.04.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,행정조정실
2157,국회기록보존소,국회연표,제14대국회 제161회 국회(임시회) 개회식 사진,,1993.04.26,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2158,국회기록보존소,국회연표,국무총리 황인성 국정에 관한 보고 사진,,1993.04.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2159,국회기록보존소,국회연표,이기택 의원(민주당) 교섭단체 대표연설 사진,,1993.04.30,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2160,국회기록보존소,국회연표,조세형 의원(민주당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2161,국회기록보존소,국회연표,김정수 의원(민주자유당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2162,국회기록보존소,국회연표,이재환 의원(민주자유당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2163,국회기록보존소,국회연표,이영권 의원(민주당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2164,국회기록보존소,국회연표,조순환 의원(무소속) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2165,국회기록보존소,국회연표,김동근 의원(민주자유당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2166,국회기록보존소,국회연표,이우정 의원(민주당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2167,국회기록보존소,국회연표,김중위 의원(민주자유당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2168,국회기록보존소,국회연표,나병선 의원(민주당) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2169,국회기록보존소,국회연표,박헌기 의원(무소속) 사진,,1993.05.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2170,국회기록보존소,국회연표,박태영 의원(민주당) 사진,,1993.05.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2171,국회기록보존소,국회연표,"이상득 의원(민주자유당, 신한국당) 사진",,1993.05.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2172,국회기록보존소,국회연표,정창현 의원(민주자유당) 사진,,1993.05.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2173,국회기록보존소,국회연표,류인학 의원(민주당) 사진,,1993.05.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2174,국회기록보존소,국회연표,김기배 의원(신한국당) 사진,,1993.05.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2175,국회기록보존소,국회연표,김운환 의원(민주자유당) 사진,,1993.05.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2176,국회기록보존소,국회연표,김형오 의원(민주자유당.신한국당) 사진,,1993.05.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2177,국회기록보존소,국회연표,이윤수 의원(민주당) 사진,,1993.05.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2178,국회기록보존소,국회연표,이규택 의원(민주당) 사진,,1993.05.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2179,국회기록보존소,국회연표,류승규 의원(민주자유당) 사진,,1993.05.07,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2180,국회기록보존소,국회연표,김기도 의원(민주자유당 사진,,1993.05.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2181,국회기록보존소,국회연표,박주천 의원(민주자유당) 사진,,1993.05.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2182,국회기록보존소,국회연표,김종하 의원(민주자유당) 사진,,1993.05.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2183,국회기록보존소,국회연표,박계동 의원(민주당) 사진,,1993.05.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2184,국회기록보존소,국회연표,이협 의원(민주당) 사진,,1993.05.08,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2185,국회기록보존소,국회연표,필리핀 공화국 라모스 대통령 일행 국회방문 사진,,1993.05.23,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
2186,국회기록보존소,국회연표,페루 공화국 대통령 후지모리 국회방문 사진,,1993.06.03,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
2187,국회기록보존소,국회연표,반형식 의원(민주자유당) 사진,,1993.06.12,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2188,국회기록보존소,국회연표,이용삼 의원(민주자유당) 사진,,1993.06.12,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2189,국회기록보존소,국회연표,최욱철 의원(민주당) 사진,,1993.06.12,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2190,국회기록보존소,국회연표,이부영 의원(민주당) 사진,,1993.07.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2191,국회기록보존소,국회연표,강삼재 의원(민주자유당) 사진,,1993.07.03,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2192,국회기록보존소,국회연표,김병오 의원(민주당) 사진,,1993.07.05,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2193,국회기록보존소,국회연표,서상목 의원(민주자유당) 사진,,1993.07.05,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2194,국회기록보존소,국회연표,김한규 의원(민주자유당) 사진,,1993.07.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2195,국회기록보존소,국회연표,이해찬 의원(민주당) 사진,,1993.07.06,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2196,국회기록보존소,국회연표,클린턴미국대통령 연설,,1993.07.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2197,국회기록보존소,국회연표,제163회 국회(임시회) 집회공고 사진,,1993.08.16,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2198,국회기록보존소,국회연표,모노리 프랑스 상원의장 일행 방한 사진,,1993.08.28,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
2199,국회기록보존소,국회연표,제165회 국회(정기회) 개회식 사진,,1993.09.10,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2200,국회기록보존소,국회연표,미테랑프랑스대통령 사진,,1993.09.15,미부착,,내부확인 필요,공공누리 2~4유형,,,,,,O,,국빈 방문 촬영 사진,국회사무처
2201,국회기록보존소,국회연표,김영삼대통령 첫 국회연설 사진,,1993.09.21,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2202,국회기록보존소,국회연표,외통위 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2203,국회기록보존소,국회연표,정개특소위 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2204,국회기록보존소,국회연표,건설소위 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2205,국회기록보존소,국회연표,운영위 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2206,국회기록보존소,국회연표,법사위 (대법원) 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2207,국회기록보존소,국회연표,교체위 (체신부) 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2208,국회기록보존소,국회연표,운영위 (국회사무처) 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2209,국회기록보존소,국회연표,운영위 (대통령비서실.경호실) 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2210,국회기록보존소,국회연표,교체위 (철도청) 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2211,국회기록보존소,국회연표,건설위 (서울지방국토관리청) 국감 사진,,1993.10.04,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2212,국회기록보존소,국회연표,국정에 관한 교섭단체 대표연설(민주자유당 김종필) 사진,,1993.10.26,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2213,국회기록보존소,국회연표,국정에 관한 교섭단체 대표연설(민주당 이기택) 사진,,1993.10.27,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2214,국회기록보존소,국회연표,강창희 의원(무소속) 사진,,1993.10.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2215,국회기록보존소,국회연표,송천영 의원(민주자유당) 사진,,1993.10.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2216,국회기록보존소,국회연표,이성호 의원(민주자유당) 사진,,1993.10.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2217,국회기록보존소,국회연표,장기욱 의원(민주당) 사진,,1993.10.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2218,국회기록보존소,국회연표,김영일 의원(민주자유당) 사진,,1993.10.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2219,국회기록보존소,국회연표,임채정 의원(민주당) 사진,,1993.10.28,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2220,국회기록보존소,국회연표,한화갑 의원(민주당) 사진,,1993.10.29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2221,국회기록보존소,국회연표,이웅희 의원(민주자유당) 사진,,1993.10.29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2222,국회기록보존소,국회연표,구창림 의원(민주자유당) 사진,,1993.10.29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2223,국회기록보존소,국회연표,조용직 의원(민주자유당) 사진,,1993.10.29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2224,국회기록보존소,국회연표,장준익 의원(민주당) 사진,,1993.10.29,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2225,국회기록보존소,국회연표,신기하 의원(민주당) 사진,,1993.11.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2226,국회기록보존소,국회연표,강경식 의원(민주자유당) 사진,,1993.11.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2227,국회기록보존소,국회연표,허재홍 의원(민주자유당) 사진,,1993.11.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2228,국회기록보존소,국회연표,박은태 의원(민주당) 사진,,1993.11.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2229,국회기록보존소,국회연표,박희부 의원(민주자유당) 사진,,1993.11.01,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2230,국회기록보존소,국회연표,이택석 의원(민주자유당) 사진,,1993.11.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2231,국회기록보존소,국회연표,정균환 의원(민주당) 사진,,1993.11.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2232,국회기록보존소,국회연표,이길재 의원(민주당) 사진,,1993.11.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2233,국회기록보존소,국회연표,성무용 의원(민주자유당) 사진,,1993.11.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
2234,국회기록보존소,국회연표,이강두 의원(민주자유당) 사진,,1993.11.02,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 촬영 사진,국회사무처
