철도산업정보센터 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,등록일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
133,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1918-10-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
134,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조선경북동부철도의 사철 노선으로 경주-포항 사이를 영업(762mm 협궤),,1918-10-31 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
135,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시(협궤선).,,1918-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
136,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조선경편철도주식회사 금호~서악간 개통시 영업개시,,1918-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
137,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시(서악역),,1918-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
138,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1918-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
139,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1918-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
140,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 영업개시,,1918-11-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
141,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 영업개시,,1918-12-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
142,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1918-12-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
143,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1918-12-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
144,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시(당시엔 도지(道只)역으로 개역),,1919-01-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
145,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1919-01-14 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
146,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격,,1919-05-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
147,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영동 - 김천간 개량,,1919-06-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
148,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1919-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
149,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 승격.,,1919-06-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
150,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1919-06-24 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
151,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,금장정차장으로 영업개시(추측),,1919-06-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
152,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1919-06-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
153,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,남성현 신호소로 영업개시,,1919-08-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
154,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조선경남철도주식회사 천안~안성간 28.4km 부설 허가 취득. 초기 명칭은 경기선.,,1919-09-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
155,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대전 - 영동간 개량,,1919-12-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
156,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1919-12-30 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
157,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조선중앙철도주식회사 충북선 조치원~청주간 착공,,1920-03-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
158,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사신축이전,,1920-10-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
159,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,배치간이역으로 영업개시,,1921-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
160,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1921-07-21 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
161,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,신호소로 영업개시,,1921-09-20 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
162,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,진해선 창원~진해간 착공.,,1921-10-10 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
163,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,정류장으로 영업개시,,1921-10-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
164,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1921-10-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
165,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1921-10-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
166,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1921-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
167,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1921-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
168,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,2종정류장으로 영업개시,,1921-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
169,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1921-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
170,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,중앙철도주식회사 보통역으로 영업개시,,1921-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
171,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,충북선 조치원~청주간 22.7km 영업 개시.,,1921-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
172,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,중앙철도 주식회사 소이역으로 영업개시,,1922-03-05 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
173,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,천안역~온양온천역 간 첫 개통,,1922-06-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
174,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시,,1922-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
175,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1922-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
176,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,선장간이역으로 영업개시,,1922-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
177,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,운전취급 간이역으로 영업개시,,1922-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
178,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시(오목역),,1922-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
179,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1922-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
180,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1922-06-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
181,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,광주송정-순천 개통,,1922-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
182,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1922-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
183,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,정류장으로 영업개시,,1922-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
184,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시,,1922-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
185,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,무배치간이역으로 영업개시,,1922-10-16 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
186,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,간이역으로 영업개시(광명역),,1922-12-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
187,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,세천신호소로 영업개시,,1922-12-25 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
188,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,조선총독부의 조선 제2의 종관선 건설 계획,,1923-00-00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
189,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1923-04-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
190,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1923-04-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
191,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,청안역으로 영업개시,,1923-04-28 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
192,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,청주~청안간 29.9km 영업 개시.,,1923-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
193,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,대구 - 청도간 개량,,1923-05-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
194,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,"보통역으로 승격, 역사준공.",,1923-05-15 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
195,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사 신축 착공,,1923-06-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
196,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 승격,,1923-07-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
197,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1923-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
198,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,간이정류장으로 영업개시,,1923-11-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
199,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,마산-진주 개통,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
200,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,마산-진주간 단선철도 개통,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
201,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
202,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,역사준공과 함께 보통역으로 영업개시,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
203,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,영업개시,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
204,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,간이역으로 영업개시,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
205,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,정류장으로 영업개시,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
206,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,정류장으로 영업개시(학계역),,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
207,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,정류장으로 영업개시,,1923-12-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
208,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,일반화물 취급개시,,1924-01-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
209,철도산업정보센터,HOME > 철도역사관 > 철도통합연표,철도통합연표,보통역으로 영업개시,,1924-05-01 00:00:00,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
