국립무형유산원 공공저작물 권리확인 목록,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,URL,작성일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
94,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,[공고}2015년 무형유산 창의공방 참여자 공모,,2015-05-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
95,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 제1기 주니어 도슨트 모집,,2015-05-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
96,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국립무형유산원 교원아카데미 과정 교육 대상자 안내,,2015-05-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
97,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 전수교육관 및 문화시설 운영자 직무역량 강화 과정 교육 안내,,2015-05-11 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
98,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,제3기 무형유산지기 공개 모집,,2015-05-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
99,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015『무형유산 전승자 전문역량 강화 워크숍』운영 안내,,2015-05-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
100,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,홈페이지 서비스 일시중단 안내,,2015-05-15 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
101,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 무형유산 창의공방 참가자 선정 공고,,2015-05-20 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
102,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 무형유산 창의공방 참여자 재공모,,2015-05-20 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
103,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,『2015년 무형유산 전승자 전문역량 강화 워크숍 』참가자 선정 공고,,2015-05-27 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
104,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,<발표>2015 이수자뎐(傳)선정작 결과 발표,,2015-05-29 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
105,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,[공연] 2015년 국립무형유산원 국외 초청 공연 대행용역 관련 공통질의사항 게시,,2015-05-29 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
106,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산 전승자 교수 직무역량 강화 과정Ⅰ 교육 참가자 모집 공고,,2015-06-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
107,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 전수교육관 및 문화시설운영자 직무역량 강화과정 교육대상자 공고,,2015-06-05 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
108,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 어린이 무형유산해설사(주니어 도슨트) 서류전형 결과 및 면접시험 안내,,2015-06-05 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
109,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 중요무형문화재 전승자 주관 기획공연？기획전시 전문역량 강화 과정Ⅱ 교육 안내,,2015-06-11 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
110,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 국립무형유산원 어린이 무형유산 해설사(주니어 도슨트) 최종합격자 공고,,2015-06-12 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
111,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015.06.13(금) 주말체험프로그램 휴강 안내,,2015-06-12 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
112,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,"[Time After Time]전통공예, 디자인을 더하다 : 전시 특별 행사 - 공예품 수리상담 프로그램 안내",,2015-06-12 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
113,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,"전통공예 전시 개최 이벤트 - [Time after Time]전통공예, 디자인을 더하다",,2015-06-12 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
114,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,『전승자 교수 직무 역량 강화 과정 Ⅰ』 교육 대상자 선정 공고,,2015-06-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
115,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,『2015년 무형유산 창의공방 』초청 참가자 선정,,2015-06-18 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
116,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,국가무형문화재 기획공연 전문 역량 강화 과정Ⅱ(예능단체) 교육 안내,,2015-06-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
117,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 국립무형유산원 무형유산 체험교육 안내 - (2차 7월~8월),,2015-06-27 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
118,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,제3기 무형유산지기 위촉 대상자 선정 결과 발표,,2015-06-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
119,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,"청소년 무형유산 캠프 -『무형유산 원정대, 나도야 간다~!』 모집 안내",,2015-06-30 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
120,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 교원 무형유산 연수과정 교육 안내,,2015-07-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
121,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,"상반기 특별전 <술, 이야기로 빚다> 시음회 안내 공고",,2015-07-08 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
122,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 교원 무형유산 연수 과정 연수 대상자 확정 공고,,2015-07-20 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
123,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,『전승자 교수 직무역량 강화 과정Ⅱ』교육 안내,,2015-07-21 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
124,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,전승자 교수 직무 역량 강화 과정Ⅱ 교육 대상자 선정 공고,,2015-08-10 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
125,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 전통문화 체험교육 시연행사 안내,,2015-08-11 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
126,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,올해의 무형유산도시 진주 무형유산 한마당 개최,,2015-08-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
127,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 국립무형유산원 무형유산 주말체험 및 주중 청소년 창의체험 교육 _ 3차 (9월~11월) 안내,,2015-08-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
128,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,광복 70년 기념 특별공연 <다시 찾은 빛>,,2015-08-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
129,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산아카데미 5번째이야기 무형유산 놀이를 말하다 안내,,2015-08-24 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
130,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산학교(주중 창의체험) / 무형유산 체험교실(주말) 단체참가신청서 양식입니다.,,2015-08-25 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
131,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 국립무형유산원 무형유산 시민공방 강좌 안내,,2015-09-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
132,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형문화재 전수교육관 DAY !! 무형유산 체험교육,,2015-09-02 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
133,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산 퀴즈이벤트,,2015-09-07 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
134,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 『무형유산 지도자 양성 과정Ⅱ』 교육 신청 안내,,2015-09-09 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
135,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산 아카데미 9월 여섯번째 이야기 <무형유산 음악을 말하다> 안내,,2015-09-10 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
136,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 무형유산 시민공방 교육 대상자 선정 안내,,2015-09-10 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
137,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,"2015 인류무형문화유산 파두&플라멩코_이베리아, 두 개의 불꽃",,2015-09-11 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
138,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015년 수돗물 수질검사 결과,,2015-09-17 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
139,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,『2015년 무형유산 지도자 양성 과정Ⅱ』교육대상자 선정 공고,,2015-09-17 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
140,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 무형유산 콘텐츠 개발 및 활용 교육,,2015-09-21 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
141,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,9월의 무형유산 퀴즈이벤트 결과발표,,2015-09-23 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
142,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,10월의 무형유산 퀴즈 이벤트,,2015-09-30 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
143,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 인류무형문화유산 초청공연 예약마감,,2015-10-06 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
144,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형유산 춤을 말하다 개최 알림,,2015-10-09 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
145,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,"KBS특별생방송 '이산가족을 찾습니다' 기록물, '한국의 유교책판' - 유네스코 세계기록유산 등재",,2015-10-10 00:00:00,첨부파일,미부착,,내부확인 필요,공공누리 2~4유형,,,,,O,,,외부이미지 포함(사진),
146,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년 올해의 무형유산 도시 공모 안내,,2015-10-12 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
147,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 올해의 무형유산도시 당진시 무형유산한마당 개최 알림,,2015-10-16 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
148,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 『무형문화재 공연기획 전문인력 양성 과정Ⅱ』교육 안내,,2015-10-21 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
149,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,10월의 무형유산 퀴즈이벤트 결과발표,,2015-10-21 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
150,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,11월의 무형유산 퀴즈 이벤트,,2015-11-02 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
151,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,「2015년 무형문화재 공연기획 전문인력 양성 과정Ⅱ」 교육 대상자 선정 공고,,2015-11-04 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
152,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 무형유산 국제회의 개최,,2015-11-05 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
153,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년 기획공연 이수자뎐 추진 일정,,2015-11-13 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
154,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,11월 무형유산 아카데미 <연극을 말하다> 개최 알림,,2015-11-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
155,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,아시아 무형유산 속에 내재된 영(靈)적 가치관 확립 및 실용화와 세계화 학술대회 개최,,2015-11-23 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
156,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,11월의 무형유산 퀴즈 이벤트 결과 발표,,2015-11-25 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
157,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,12월의 무형유산 퀴즈 이벤트,,2015-12-01 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
158,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2015 송년공연 사전예약마감,,2015-12-09 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
159,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,정기 전기점검으로 인한 전시실 휴무 안내,,2015-12-15 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
160,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,12월의 무형유산 퀴즈 이벤트 결과발표,,2015-12-23 00:00:00,,미부착,,개방 가능,공공누리 1유형,,,O,,,,,단순 정보,
161,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년 중요무형문화재 기·예능 공개행사 지원 안내,,2016-01-15 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
162,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년 무형문화재 전수교육관 운영자 역량 강화 과정 교육 안내,,2016-01-18 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
163,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년 중요무형문화재 공개행사 모니터링 사업 보조사업자 선정 공모 시행공고,,2016-01-22 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
164,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년 무형문화재 전승자 주관 전승활동 지원 사업 안내,,2016-01-27 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
165,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,(행정예고) 국가무형문화재 공개 및 전승활동 등에 관한 규정 제정안,,2016-02-01 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"비보호 저작물(법령, 내규 등)",
166,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,무형문화재 전승자 주관 기획공연 전문역량 강화 과정Ⅰ 교육안내,,2016-02-02 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
167,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,(행정예고) 전수교육대학 선정 및 운영 규정 제정안,,2016-02-03 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,"비보호 저작물(법령, 내규 등)",
168,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년 중요무형문화재 기예능 공개행사 모니터링 보조사업자 선정 공모 재공고,,2016-02-04 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
169,국립무형유산원,HOME > 소식/참여 > 새소식 > 공지사항,공지사항,2016년『무형문화재 전수교육관 운영자 전문 역량강화 과정』교육대상자 선정 공고,,2016-02-16 00:00:00,첨부파일,미부착,,개방 가능,공공누리 1유형,,,O,,,,,업무상 저작물,
