한국영상자료원 공공저작물 권리확인 대상 목록,,,,,,,,,,,,,,,,,,,,,
순번,사이트명,게시판 진입 과정,게시판명,게시물 제목,부제,URL,기간/등록일,첨부파일,기존 공공누리 유형,,개방여부,공공누리유형,1.0,검토불가,단순/업무/비보호,제3자 권리,이미지/첨부파일,초상권,개인정보,의견,비고
1275,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,2020 사사로운 영화리스트,남매의 여름밤/도망친 여자/바람의 목소리/소년 아메드/소년시절의 너/운디네/임신한 나무와 도깨비/트랜짓/휴가총 9 편,,2021.01.24.일 ~ 01.30.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1276,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,재팬파운데이션 무비페스티벌 - 여성의 입장에서 여성을 그린다,"가슴이여 영원히 /그들이 진심으로 엮을 때/그리고 아키코는..../달이 떠오른다/리즈와 파랑새/목소리의 형태/방랑하는 왕비/빛나는/소녀가 소녀에게/아버지와 이토씨/아주 긴 변명/아키코, 댄서의 초상/여자들만의 밤/연애편지/오 루시!/오긴/요시코와 유리코총 17 편",,2021.01.31.일 ~ 02.25.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1277,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[온라인] 숨겨진 퀴어영화를 찾아서: 1996년 이전 한국 퀴어영화들,갯마을/금욕/남자와 기생/내것이 더 좋아/달빛 멜로디/밤의 열기속으로/사방지/십오야(의 복수)/여자가 더 좋아/화분(꽃가루)총 10 편,,2021.02.01.월 ~ 02.15.월,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,"여자가 더좋아(1965,VOD서비스), 달빛멜로디(1984)와 밤의열기속으로(1985)는 로그인후 VOD서비스, 나머지는 다수 스틸컷",
1278,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,KOFA 더블 피쳐: 이사벨 산도발,사랑의 언어/세노리타총 2 편,,2021.02.14.일 ~ 02.22.월,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1279,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,2월 프로그래머의 초이스,나이팅게일/더 수베니어/베이비티스총 3 편,,2021.02.26.금 ~ 02.28.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1280,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"3.1절 기념 특별상영, 차별과 혐오에 맞서다",나는 조선사람입니다/더 한복판으로총 2 편,,2021.03.02.화,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1281,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,나만 웃겨?: Frat Pack의 영화들,나쵸 리브레/블레이즈 오브 글로리/앵커맨(확장판)/쥬랜더/트로픽 썬더(디렉터스 컷)/피구의 제왕총 6 편,,2021.03.03.수 ~ 03.09.화,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1282,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,우리 사이 거리,"10,000km (만 킬로미터)/그녀/동감/라이크 크레이지/런치박스/메리와 맥스 /시월애/접속/파이란/파이브 피트총 10 편",,2021.03.12.금 ~ 03.24.수,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1283,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,KOFA 더블 피쳐: 타락한 세상의 기업들,데몬러버/항생제총 2 편,,2021.03.17.수 ~ 03.29.월,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화별 스틸컷 1장,
1284,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"인디곳간, 독립영화 아카이브",김초희감독전 (우리순이 + 산나물 처녀 + 찬실이는 복도 많지)/김현정 감독전 (외숙모 + 입문반)/하윤재 감독전 (봄날의 약속 + 카센타)총 3 편,,2021.03.25.목 ~ 03.26.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1285,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,오렌지필름 MIXTAPE : Vol. 6,주근깨 / 털보/ 여름방학 / 뒤로 걷기/틴더시대 사랑 / God speed / 어떤애와 다른애 그리고 레이 / 신의 딸은 춤을 춘다/호랑이와 소 / 아토피아노 / 추석 연휴 쉽니다 / 엄마에게총 3 편,,2021.03.26.금 ~ 03.27.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,스틸컷 합성이미지 다수,
1286,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,3월 프로그래머의 초이스,걸후드/셀마/톰보이총 3 편,,2021.03.28.일 ~ 03.31.수,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1287,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,판타스틱 마이클 J. 폭스,나의 성공의 비밀/대통령의 연인/빽 투 더 퓨쳐 (4K 복원판)/빽 투 더 퓨쳐 2 (4K 복원판)/빽 투 더 퓨쳐 3 (4K 복원판)/재회의 거리/전쟁의 사상자들/청춘 고백 [VOD]/코끝에 걸린 사나이/틴 울프/폭력 교실 1984 [VOD]/프라이트너/헐리우드 박사총 13 편,,2021.03.29.월 ~ 04.14.수,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1288,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"[온/오프라인]세월호참사 7주기 추념전, 끝나지 않은 이야기","[온라인] 부재의 기억(배리어프리버전)/[온라인] 빅 피쉬/[온라인] 어른이 되어/[온라인] 오늘은, 여기까지/[온라인] 자국/[온라인] 잠수사/당신의 사월/생일/업사이드 다운/오, 사랑총 10 편",,2021.04.12.월 ~ 04.19.월,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1289,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"장애인의 날, 배리어프리영화 특별상영회",감쪽같은 그녀(배리어프리버전)/보이콰이어(배리어프리버전)총 2 편,,2021.04.17.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1290,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,4월 프로그래머의 초이스: 책 사람들,뉴욕 라이브러리에서/마틴 에덴/메리 셸리: 프랑켄슈타인의 탄생/화씨 451총 4 편,,2021.04.18.일 ~ 04.25.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1291,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[온라인] 마크 라파포트 감독의 단편,오페라 특별석/프렌즈총 2 편,,2021.04.19.월 ~ 04.27.화,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화별 스틸컷 1장씩,
1292,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,지구의 날 특별상영: 수익보다 중요한 지구,낙원/위장환경주의/플라스틱의 모든 것총 3 편,,2021.04.20.화 ~ 04.25.일,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화별 스틸컷 1장씩,
1293,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[온/오프]아시아 SF 영화의 경향들,10년 대만/10년 일본/10년 태국/2030/6 솔져스: 라스트 미션/산책하는 침략자/유랑지구/인천스텔라총 8 편,,2021.04.27.화 ~ 05.06.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1294,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,'도전의 여정을 걷다': 윤여정 특별전,계춘할망/고령화 가족/그것만이 내 세상/다른 나라에서 + 리스트/돈의 맛/미나리/바람난 가족/어미/여배우들/장수상회/죽여주는 여자/지푸라기라도 잡고 싶은 짐승들/찬실이는 복도 많지/천사여 악녀가 되라(죽어도 좋은 경험)/충녀/하녀/화녀총 17 편,,2021.05.07.금 ~ 05.18.화,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1295,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,한국영상자료원 공연융합영상 프로젝트 <둥글고 둥글게>,둥글고 둥글게총 1 편,,2021.05.15.토,,미부착,,개방 가능,공공누리 1유형,,,,,O,,,"이미지 1장, 저작물성 없음",
1296,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[온/오프라인] GAMExCINEMA,"'G스트링' 머시니마 단편영화 모음/21C 사이버 신체 해방 선언/4-2: 슈퍼 마리오 브라더스의 가장 악명 높은 레벨의 역사/꼭두각시/내언니전지현과 나/레드 vs. 블루: 왜 우리는 여기 있을까?/레디 플레이어 원/레지던트 이블/모던 워페어/모탈 컴뱃/반교: 디텐션/방해말고 꺼져!: 게임과 여성/브랜칭 패스: 일본 인디 게임을 찾는 여행 + 케이치로 도야마, 게임 개발자/성냥팔이 소녀의 재림/슈퍼 마리오/슈퍼 마리오 무비/스콧 필그림/스트리트 파이터/시청을 희생하여/앞으로, 위로, 모든 방향으로/오지만디아스/위험한 게임/이것이 '2인칭' 게임의 모습이다/이것이 배틀필드다/인디 게임: 더 무비/전자오락의 마법사/지금이라는 이름의 선물 + 댓 드래곤, 캔서/최후의 스타화이터/캐슬바니아 2: 사이먼의 원정/캠퍼의 일기/컴퓨터 전사 트론/툼레이더/트론: 새로운 시작/파이널 환타지/패더폴총 35 편",,2021.05.19.수 ~ 06.09.수,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1297,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,KOFA 더블 피쳐: 걸파워 믹스테이프,마리 앙투아네트/북스마트총 2 편,,2021.05.23.일 ~ 05.27.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1298,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[온/오프라인] 시네마테크KOFA 발굴 수집 복원전,2046/검은 실크/경성소식/공장의 불빛 등 4편/공포의 대저택/근로의 끝에는 가난이 없다/내일로 흐르는 강/노다지/마부/만주에서의 전투/비리디아나/사랑방 손님과 어머니(배리어프리버전)/세친구/소름/순정은 신과 같다(aka 아름다운 이웃사랑)/아내는 고백한다/아카토네/여자는 여자다/오발탄(배리어프리버전)/온돌/중경삼림/지난 해 마리앙바드에서/타락천사/테이스트 오브 허니/한국의 결혼식 등 4편/함정과 진자/해피투게더/현해탄은 알고 있다/화양연화총 29 편,,2021.06.10.목 ~ 07.04.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1299,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,6월 프로그래머의 초이스,스파이의 아내총 1 편,,2021.06.17.목 ~ 06.26.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1300,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,6.25 특별전: 돌아 온 '돌아오지 않는 해병',돌아오지 않는 해병총 1 편,,2021.06.25.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1301,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[온라인] 여성 최초로 영화감독이 되다: 알리스 기-블라쉐,알리스 기 블라쉐/쪼개진 집/큐피드와 혜성총 3 편,,2021.07.01.목 ~ 07.14.수,,미부착,,개방 가능,공공누리 2~4유형,,,,,O,,,영화별 스틸컷 1장 ,
1302,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,7월 프로그래머의 초이스,"더 파더/쿠오바디스, 아이다/프라미싱 영 우먼총 3 편",,2021.07.02.금 ~ 07.08.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1303,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,21세기 촬.감 보고서,"남산의 부장들/남자사용설명서/남한산성/만신/분장/불한당: 나쁜 놈들의 세상/비밀은 없다/사라진 시간/소리도 없이/장화, 홍련/줄탁동시/지금은맞고그때는틀리다/지슬 - 끝나지않은 세월2/탐정 홍길동: 사라진 마을/해빙(解氷)총 15 편",,2021.07.06.화 ~ 08.06.금,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1304,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,21세기 한국영화: Made By 인디즈,"1999, 면회/겨울밤에/공동정범/두 개의 문/범죄의 여왕/살아남은 아이/소공녀/안녕 히어로/애비규환/용순/우리들/우리집/정말 먼 곳/족구왕/초행/춘천, 춘천/홈총 17 편",,2021.07.09.금 ~ 08.15.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1305,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,8월 프로그래머의 초이스,비커밍 아스트리드/쿠사마 야요이: 무한의 세계총 2 편,,2021.08.10.화 ~ 08.12.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1306,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,"울지마, 부활할거야","부활/울지마, 톤즈총 2 편",,2021.08.13.금 ~ 08.15.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1307,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,테이크 오프 Take-Off : 서핑 이야기,가자 서핑 클럽/서핑 유럽/서핑하는 여자들/스푼즈 : 서핑문화 이야기/어서오시게스트하우스/죽도 서핑 다이어리/파도를 걷는 소년/폭풍 속으로총 8 편,,2021.08.26.목 ~ 09.12.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1308,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,오컬트 필름 바이블,백사의 전설/사탄의 피부/사탄의 형제들/서스페리아 1977/아미티빌의 저주/악령의 밤/엑소시스트(디렉터스 컷)/오멘/위커맨/인페르노/진홍색 제단의 저주/쳐다보지 마라/호러 호텔총 13 편,,2021.09.09.목 ~ 09.12.일,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1309,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,[온/오프라인] 어느 사무실에서 생긴 일,[온라인] 골목안 풍경/[온라인] 구봉서의 벼락부자/[온라인] 백만장자가 되면/[온라인] 삼등과장/[온라인] 여사장/[온라인] 월급쟁이/가슴달린 남자/남자는 괴로워/네온속으로 노을지다/성공시대/커피 카피 코피/화려한 외출총 12 편,,2021.09.10.금 ~ 09.18.토,,미부착,,개방 가능,공공누리 2~4유형,,,,O,,,,"저작권 보호되는 영화, 다수의 스틸컷",
1310,한국영상자료원,HOME > 시네마테크KOFA > 프로그램 > 지난 프로그램,지난 프로그램,시노다 마사히로 감독전,"눈물을, 사자의 갈기에/동반자살/말라버린 꽃/메마른 호수/무뢰한/사랑의 편도차표/사무라이 스파이/석양에 붉은 내얼굴/암살/야차 연못/오린의 발라드 /침묵/히미코총 13 편",,2021.09.17.금 ~ 10.07.목,,미부착,,개방 가능,공공누리 2~4유형,,,,O,O,,,영화별 스틸컷 1장,
