순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
46,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",보원사 법인국사보승탑,"보원사 법인국사보승탑_5
소재지 : 충청남도 서산시 운산면 용현리
소유자 : 국유
규모: 높이 : 4.75m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,보원사 법인국사보승탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
47,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",청도 봉기동삼층석탑,"청도 봉기동삼층석탑_2
소재지 : 경상북도 청도군 풍각면 봉기리 714-4
소유자 : 국유
규모: 높이 : 5.47m
재질: 화강암
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청도 봉기동삼층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
48,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",청도 봉기동삼층석탑,"상단기단부 갑석 및 탑신괴임
소재지 : 경상북도 청도군 풍각면 봉기리 714-4
소유자 : 국유
규모: 높이 : 5.47m
재질: 화강암
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청도 봉기동삼층석탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
49,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",상주 화달리삼층석탑,"탑신부
소재지 : 경상북도 상주시 사벌면 화달리422
소유자 : 국유
규모: 높이 : 6.24m
재질: 화강암
시대 : 통일신라시대",미확인,1,미부착,제4유형,유,,상주 화달리삼층석탑,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
50,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",상주 화달리삼층석탑,"기단부_2
소재지 : 경상북도 상주시 사벌면 화달리422
소유자 : 국유
규모: 높이 : 6.24m
재질: 화강암
시대 : 통일신라시대",미확인,1,미부착,제4유형,유,,상주 화달리삼층석탑,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
51,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",상주 화달리삼층석탑,"1층탑신 및 석불좌상
소재지 : 경상북도 상주시 사벌면 화달리422
소유자 : 국유
규모: 높이 : 6.24m
재질: 화강암
시대 : 통일신라시대",미확인,1,미부착,제4유형,유,,상주 화달리삼층석탑,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
52,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",부여 장하리삼층석탑,"기단부 및 1층탑신
소재지 : 충청남도 부여군 장암면 장하리 536
소유자 : 국유
규모: 높이 : 4.9m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,부여 장하리삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
53,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",부여 장하리삼층석탑,"부여 장하리삼층석탑_3
소재지 : 충청남도 부여군 장암면 장하리 536
소유자 : 국유
규모: 높이 : 4.9m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,부여 장하리삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
54,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",부여 장하리삼층석탑,"3층탑신의 감실
소재지 : 충청남도 부여군 장암면 장하리 536
소유자 : 국유
규모: 높이 : 4.9m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,부여 장하리삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
55,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",부여 장하리삼층석탑,"1층옥개석 세부
소재지 : 충청남도 부여군 장암면 장하리 536
소유자 : 국유
규모: 높이 : 4.9m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,부여 장하리삼층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
56,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",송림사 오층전탑,"상륜부 세부(금속장식)
소재지 : 경상북도 칠곡군 동명면 구덕리 91-6
소유자 : 송림사
규모: 높이 : 16.13m
재질: 화강암
시대 : 통일신라시대",2000,1,미부착,제4유형,유,,송림사 오층전탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
57,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",송림사 오층전탑,"탑신옥개 층급받침 세부
소재지 : 경상북도 칠곡군 동명면 구덕리 91-6
소유자 : 송림사
규모: 높이 : 16.13m
재질: 화강암
시대 : 통일신라시대",2000,1,미부착,제4유형,유,,송림사 오층전탑,,사진,이미지,,문화유산,한국어,2000,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
58,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",보현사 낭원대사오진탑,"상륜부 보개
소재지 : 강원도 강릉시 구정면 학산리 731
소유자 : 국유
규모: 높이 : 2m
재질: 화강암
시대 : 고려시대(940년 이전 추정)",2002,1,미부착,제4유형,유,,보현사 낭원대사오진탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
59,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",보현사 낭원대사오진탑,"복발형 하대석의 운룡문
소재지 : 강원도 강릉시 구정면 학산리 731
소유자 : 국유
규모: 높이 : 2m
재질: 화강암
시대 : 고려시대(940년 이전 추정)",2002,1,미부착,제4유형,유,,보현사 낭원대사오진탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
60,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",보현사 낭원대사오진탑,"상대석(양련) 및 탑신부(문비)
소재지 : 강원도 강릉시 구정면 학산리 731
소유자 : 국유
규모: 높이 : 2m
재질: 화강암
시대 : 고려시대(940년 이전 추정)",2002,1,미부착,제4유형,유,,보현사 낭원대사오진탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
61,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",보현사 낭원대사오진탑,"기단부 전체_5
소재지 : 강원도 강릉시 구정면 학산리 731
소유자 : 국유
규모: 높이 : 2m
재질: 화강암
시대 : 고려시대(940년 이전 추정)",2002,1,미부착,제4유형,유,,보현사 낭원대사오진탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
62,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",춘천 칠층석탑,"연꽃방석 형태의 탑신괴임
소재지 : 강원도 춘천시 소양로 2가 162-2
소유자 : 국유
규모: 높이 : 5.5m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,춘천 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
63,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",춘천 칠층석탑,"탑신부 옥개석
소재지 : 강원도 춘천시 소양로 2가 162-2
소유자 : 국유
규모: 높이 : 5.5m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,춘천 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
64,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",춘천 칠층석탑,"기단부 전체모습(상하층기단)
소재지 : 강원도 춘천시 소양로 2가 162-2
소유자 : 국유
규모: 높이 : 5.5m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,춘천 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
65,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",춘천 칠층석탑,"괴임돌과 탑신부
소재지 : 강원도 춘천시 소양로 2가 162-2
소유자 : 국유
규모: 높이 : 5.5m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,춘천 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
66,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",춘천 칠층석탑,"춘천 칠층석탑_5
소재지 : 강원도 춘천시 소양로 2가 162-2
소유자 : 국유
규모: 높이 : 5.5m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,춘천 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
67,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",춘천 칠층석탑,"춘천 칠층석탑_6
소재지 : 강원도 춘천시 소양로 2가 162-2
소유자 : 국유
규모: 높이 : 5.5m
재질: 화강암
시대 : 고려시대",2002,1,미부착,제4유형,유,,춘천 칠층석탑,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
68,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",안국사지 석탑,"기단부와 1층탑신석
소재지 : 충청남도 당진군 정미면 수당리 산 102-1
소유자 : 국유
규모: 높이 : 3m
재질: 화강암
시대 : 고려시대",미확인,1,미부착,제4유형,유,,안국사지 석탑,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
69,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",광주 서오층석탑,"기단부 및 초층탑신
소재지 : 광구광역시 남구 구동 16-2
소유자 : 국유
규모: 높이 : 7m
재질: 화강암
시대 : 고려시대",미확인,1,미부착,제4유형,유,,광주 서오층석탑,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
70,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",광주 서오층석탑,"탑신부
소재지 : 광구광역시 남구 구동 16-2
소유자 : 국유
규모: 높이 : 7m
재질: 화강암
시대 : 고려시대",미확인,1,미부착,제4유형,유,,광주 서오층석탑,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
71,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",광주 서오층석탑,"광주 서오층석탑_4
소재지 : 광구광역시 남구 구동 16-2
소유자 : 국유
규모: 높이 : 7m
재질: 화강암
시대 : 고려시대",미확인,1,미부착,제4유형,유,,광주 서오층석탑,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
72,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",봉암사 정진대사원오탑,"옥개석 및 상륜부
소재지 : 경상북도 문경시 가은읍 원복리 485
소유자 : 봉암사
규모: 높이 : 5m
재질: 화강암
시대 : 고려(광종)시대",2001,1,미부착,제4유형,유,,봉암사 정진대사원오탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
73,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조1, 보물편)",봉암사 정진대사원오탑,"봉암사 정진대사원오탑_6
소재지 : 경상북도 문경시 가은읍 원복리 485
소유자 : 봉암사
규모: 높이 : 5m
재질: 화강암
시대 : 고려(광종)시대",2001,1,미부착,제4유형,유,,봉암사 정진대사원오탑,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
74,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",신륵사 보제존자석종 앞 석등,"신륵사 보제존자석종 앞 석등_1
소재지 : 경기도 여주군 북내면 천송리 신륵사
소유자 : 신륵사
규모: 총높이 : 1.94m, 화사석높이 : 0.66m
재질: 기단부분 : 화강석, 화석 : 납석
시대 : 고려시대",미확인,1,미부착,제4유형,유,,신륵사 보제존자석종 앞 석등,,사진,이미지,,문화유산,한국어,미확인,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
75,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",신륵사 보제존자석종 앞 석등,"석등 화사석 기둥의 번룡조각과 화두형 화창 및 벽면의 비천상 조각
소재지 : 경기도 여주군 북내면 천송리 신륵사
소유자 : 신륵사
규모: 총높이 : 1.94m, 화사석높이 : 0.66m
재질: 기단부분 : 화강석, 화석 : 납석
시대 : 고려시대",2002,1,미부착,제4유형,유,,신륵사 보제존자석종 앞 석등,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
76,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",신륵사 보제존자석종 앞 석등,"석등의 상중하대석
소재지 : 경기도 여주군 북내면 천송리 신륵사
소유자 : 신륵사
규모: 총높이 : 1.94m, 화사석높이 : 0.66m
재질: 기단부분 : 화강석, 화석 : 납석
시대 : 고려시대",2002,1,미부착,제4유형,유,,신륵사 보제존자석종 앞 석등,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
77,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",신륵사 보제존자석종 앞 석등,"석등의 옥개석 및 노반과 보주
소재지 : 경기도 여주군 북내면 천송리 신륵사
소유자 : 신륵사
규모: 총높이 : 1.94m, 화사석높이 : 0.66m
재질: 기단부분 : 화강석, 화석 : 납석
시대 : 고려시대",2002,1,미부착,제4유형,유,,신륵사 보제존자석종 앞 석등,,사진,이미지,,문화유산,한국어,2002,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
78,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",청량사 석등,"청량사 석등_1
소재지 : 경상남도 협천군 가야면 황산리 청량사
소유자 : 청량사
규모: 총 높이 : 3.4m
재질: 화강석
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청량사 석등,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
79,이미지,문화유산,국가유산청,국가유산청,"문화재대관 (석조II, 보물편)",청량사 석등,"석등 기단부 하대의 복련문과 향로 조각
소재지 : 경상남도 협천군 가야면 황산리 청량사
소유자 : 청량사
규모: 총 높이 : 3.4m
재질: 화강석
시대 : 통일신라시대",2001,1,미부착,제4유형,유,,청량사 석등,,사진,이미지,,문화유산,한국어,2001,,저작물이용허락동의서,안장헌,,,국가유산청,제4유형,저작물,보호저작물,X,상업적이용금지,○,○,○,○,○,○,X,,,,
